Make,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Year,Total Passengers,Ratio of Uninjured
Jimenez Reymundo,1.0,0.0,1.0,0.0,0.0,2007,1.0,0.0
Jimi Youngblood,1.0,2.0,0.0,0.0,0.0,1992,2.0,0.0
Jimmy Hill,1.0,1.0,1.0,0.0,0.0,2005,2.0,0.0
Jm Kemp,1.0,2.0,0.0,0.0,0.0,2019,2.0,0.0
Joachim Hoehne,1.0,0.0,0.0,1.0,0.0,1986,1.0,0.0
Job,1.0,0.0,1.0,0.0,0.0,1989,1.0,0.0
Jobe'S,1.0,0.0,1.0,0.0,0.0,1998,1.0,0.0
Joby Aero Inc,6.0,0.0,0.0,0.0,0.0,2022,0.0,
Jodel,4.0,3.0,0.0,0.0,4.0,7951,7.0,0.5714285714285714
Jodel-Bernier,1.0,1.0,1.0,0.0,0.0,1983,2.0,0.0
Jodell,1.0,0.0,0.0,0.0,1.0,1984,1.0,1.0
Joe Almon,1.0,0.0,0.0,0.0,1.0,1986,1.0,1.0
Joe L. Harr,1.0,0.0,0.0,0.0,1.0,1990,1.0,1.0
Joe Salomone,2.0,0.0,0.0,0.0,3.0,4031,3.0,1.0
Joe Underwood,1.0,0.0,1.0,0.0,0.0,2001,1.0,0.0
Joel A Bowker,1.0,0.0,0.0,1.0,0.0,2021,1.0,0.0
Joel H Johnson,1.0,0.0,0.0,1.0,1.0,2006,2.0,0.5
Joel K. Senter,1.0,1.0,0.0,0.0,0.0,1985,1.0,0.0
Johannes-Robert,1.0,1.0,0.0,0.0,0.0,1999,1.0,0.0
Johansen,1.0,0.0,0.0,2.0,0.0,1992,2.0,0.0
Johansen/Thiessen,1.0,2.0,0.0,0.0,0.0,2001,2.0,0.0
John A Brewer,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
John D. Lueck,1.0,0.0,0.0,0.0,1.0,2000,1.0,1.0
John D. Williams,1.0,0.0,0.0,2.0,0.0,2007,2.0,0.0
John Goodman,1.0,0.0,0.0,1.0,0.0,2017,1.0,0.0
John Greenlee,1.0,0.0,0.0,0.0,1.0,2001,1.0,1.0
John H. Heiring,1.0,3.0,0.0,0.0,0.0,2002,3.0,0.0
John H. Korb Jr.,1.0,0.0,0.0,0.0,2.0,1998,2.0,1.0
John H. Logan,1.0,2.0,0.0,0.0,0.0,1991,2.0,0.0
"John H. Mc Clain, Jr.",1.0,0.0,1.0,0.0,0.0,1985,1.0,0.0
John Hubbard,1.0,0.0,0.0,0.0,1.0,1999,1.0,1.0
John K. Groff Jr.,1.0,0.0,0.0,1.0,0.0,1992,1.0,0.0
John L. Klein,1.0,0.0,1.0,0.0,0.0,2003,1.0,0.0
John Lauer,1.0,2.0,0.0,0.0,0.0,2006,2.0,0.0
John M Corneal,1.0,1.0,0.0,0.0,0.0,2021,1.0,0.0
John Mitchell,1.0,0.0,0.0,1.0,0.0,1992,1.0,0.0
John Murphy,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
John Patrick Coleman,1.0,1.0,0.0,0.0,0.0,1985,1.0,0.0
John R Jones,1.0,0.0,0.0,0.0,1.0,1984,1.0,1.0
John Roscoe,1.0,0.0,2.0,0.0,0.0,2017,2.0,0.0
John S. Eberle,1.0,0.0,0.0,0.0,1.0,2000,1.0,1.0
John S. Hickey,1.0,1.0,0.0,0.0,0.0,1998,1.0,0.0
John S. Holzemer,1.0,0.0,0.0,0.0,1.0,1992,1.0,1.0
John Sample,1.0,0.0,0.0,0.0,3.0,2019,3.0,1.0
John Schackel,1.0,0.0,0.0,1.0,0.0,1992,1.0,0.0
John Shufflebarger,1.0,0.0,0.0,0.0,1.0,1993,1.0,1.0
John Steven Caturia,1.0,0.0,2.0,0.0,1.0,2016,3.0,0.3333333333333333
John T. Garrett,1.0,0.0,0.0,1.0,0.0,1997,1.0,0.0
John T. Simpson,1.0,1.0,0.0,0.0,0.0,1997,1.0,0.0
John Thomas,1.0,0.0,0.0,0.0,1.0,2000,1.0,1.0
John Thomason,1.0,0.0,0.0,0.0,2.0,1993,2.0,1.0
John Tylenda,1.0,0.0,0.0,0.0,1.0,1983,1.0,1.0
John V Rawson Jr,1.0,0.0,0.0,1.0,0.0,2014,1.0,0.0
John W Upton,1.0,0.0,0.0,0.0,1.0,1991,1.0,1.0
John W. Culp,1.0,1.0,0.0,0.0,0.0,1997,1.0,0.0
Johnny F Anderson,1.0,0.0,1.0,0.0,1.0,2015,2.0,0.5
Johnson,23.0,8.0,5.0,6.0,9.0,47991,28.0,0.32142857142857145
Johnson Barron T,1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
Johnson David Earl,1.0,1.0,0.0,0.0,0.0,2014,1.0,0.0
Johnson Garret W,1.0,0.0,2.0,0.0,0.0,2013,2.0,0.0
Johnson Gary,1.0,0.0,0.0,0.0,1.0,2015,1.0,1.0
Johnson Gerald,1.0,0.0,1.0,0.0,0.0,2018,1.0,0.0
Johnson Glenn L,1.0,0.0,0.0,0.0,2.0,2016,2.0,1.0
Johnson Jerry,1.0,0.0,1.0,0.0,0.0,2017,1.0,0.0
Johnson Joel H,1.0,1.0,1.0,0.0,0.0,2015,2.0,0.0
Johnson Kenneth,1.0,0.0,0.0,0.0,2.0,2017,2.0,1.0
Johnson Kenneth R,1.0,0.0,1.0,0.0,0.0,2016,1.0,0.0
Johnson Kenneth W,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Johnson Leonard G,1.0,0.0,0.0,1.0,0.0,2008,1.0,0.0
Johnson Walter A,1.0,1.0,0.0,0.0,0.0,2003,1.0,0.0
"Johnson, Douglas L.",1.0,1.0,0.0,0.0,0.0,1982,1.0,0.0
Johnson-Moore,1.0,0.0,1.0,0.0,0.0,2004,1.0,0.0
Johnson-Rand,1.0,1.0,0.0,0.0,0.0,1985,1.0,0.0
Johnson-Whittman Tailwind,1.0,0.0,0.0,0.0,1.0,2007,1.0,1.0
Johnston,1.0,0.0,1.0,0.0,1.0,1983,2.0,0.5
Johnston Coyt E,1.0,0.0,0.0,1.0,0.0,2009,1.0,0.0
Johnston Douglas S,1.0,1.0,0.0,0.0,0.0,2012,1.0,0.0
Johnston William Alfred Jr,1.0,0.0,0.0,1.0,0.0,2011,1.0,0.0
Jolly,1.0,0.0,0.0,1.0,0.0,1990,1.0,0.0
Jonas,4.0,1.0,0.0,1.0,2.0,7983,4.0,0.5
Jones,15.0,8.0,1.0,5.0,7.0,31983,21.0,0.3333333333333333
Jones Kent C,1.0,0.0,1.0,0.0,0.0,2017,1.0,0.0
Jones Peter M,1.0,0.0,2.0,0.0,0.0,2012,2.0,0.0
Jones Ralph D,1.0,1.0,0.0,0.0,0.0,2015,1.0,0.0
Jones Rodney V,1.0,0.0,0.0,0.0,1.0,2009,1.0,1.0
Jones Ronald C,1.0,0.0,0.0,0.0,2.0,2015,2.0,1.0
Jonsson,1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
Joplin,0.0,1.0,1.0,0.0,0.0,2021,2.0,0.0
Jordan,3.0,0.0,0.0,2.0,1.0,5981,3.0,0.3333333333333333
Jordan Bruce C,1.0,1.0,0.0,0.0,0.0,2017,1.0,0.0
Jordan Don R,1.0,0.0,1.0,0.0,0.0,2009,1.0,0.0
Jordan Henry J,1.0,0.0,0.0,0.0,1.0,1984,1.0,1.0
Jordan John,0.0,2.0,0.0,0.0,0.0,2017,2.0,0.0
Jordan Valley Llc,1.0,0.0,0.0,0.0,2.0,2019,2.0,1.0
"Jordi, Ronald H.",1.0,0.0,0.0,0.0,2.0,1993,2.0,1.0
Jorgensen,1.0,1.0,0.0,0.0,0.0,2004,1.0,0.0
Jorritsma Jerrold S,1.0,0.0,0.0,0.0,1.0,2010,1.0,1.0
Joseph A. Grimaud,1.0,0.0,0.0,0.0,1.0,2000,1.0,1.0
Joseph A. Mullan,1.0,0.0,0.0,1.0,0.0,1991,1.0,0.0
Joseph Bender,1.0,0.0,0.0,1.0,0.0,2013,1.0,0.0
"Joseph C. Andrews, Jr.",1.0,1.0,1.0,0.0,0.0,2012,2.0,0.0
Joseph E. Crosby,1.0,1.0,0.0,0.0,1.0,2005,2.0,0.5
Joseph P. Frasca,1.0,1.0,0.0,0.0,0.0,1991,1.0,0.0
Joseph R. Sirgo,1.0,0.0,2.0,0.0,0.0,2004,2.0,0.0
Joseph W. Hillbrand,1.0,0.0,1.0,0.0,0.0,1990,1.0,0.0
Josephson,2.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
Joy,1.0,2.0,0.0,0.0,0.0,1995,2.0,0.0
Joy Aviation Ltd,1.0,0.0,0.0,0.0,1.0,2012,1.0,1.0
Jr. Ace,1.0,0.0,2.0,0.0,0.0,1992,2.0,0.0
Jsh Air Llc Ii,1.0,1.0,0.0,0.0,0.0,2005,1.0,0.0
Judd,0.0,0.0,0.0,0.0,1.0,2019,1.0,1.0
Jude Mike C,1.0,0.0,0.0,1.0,0.0,2017,1.0,0.0
Judge,1.0,0.0,0.0,0.0,2.0,1988,2.0,1.0
Judr Zdenek Prazdny,0.0,1.0,0.0,0.0,0.0,2015,1.0,0.0
Juneau (Zenith Aircraft Co),1.0,0.0,0.0,0.0,1.0,2011,1.0,1.0
Junior Ace,1.0,0.0,0.0,1.0,0.0,1982,1.0,0.0
Jurca,2.0,2.0,0.0,0.0,1.0,3973,3.0,0.3333333333333333
Jurcan,1.0,0.0,0.0,0.0,1.0,2016,1.0,1.0
Jurka,1.0,1.0,0.0,0.0,0.0,1997,1.0,0.0
Jurmu,1.0,1.0,0.0,0.0,0.0,2011,1.0,0.0
Just,6.0,3.0,2.0,0.0,4.0,14133,9.0,0.4444444444444444
Just Aircraft,2.0,0.0,1.0,0.0,2.0,4027,3.0,0.6666666666666666
Just Aircraft Llc,4.0,1.0,1.0,1.0,3.0,10083,6.0,0.5
Justice Frank K,1.0,0.0,1.0,0.0,0.0,2022,1.0,0.0
Juve Richard G,1.0,0.0,0.0,2.0,0.0,2011,2.0,0.0
K Copters,1.0,0.0,2.0,0.0,0.0,2021,2.0,0.0
K. A. Covington,1.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
K. Davey And B. Davey,1.0,0.0,0.0,2.0,0.0,1995,2.0,0.0
K. W. Jeffers,1.0,1.0,0.0,0.0,0.0,1990,1.0,0.0
Kaas,1.0,0.0,0.0,1.0,0.0,1998,1.0,0.0
Kade,1.0,0.0,2.0,0.0,0.0,2020,2.0,0.0
Kai Engstad,1.0,0.0,0.0,0.0,1.0,2016,1.0,1.0
Kaines,1.0,0.0,0.0,0.0,1.0,2001,1.0,1.0
Kainz,1.0,0.0,2.0,0.0,0.0,2001,2.0,0.0
Kakeldey Ronald O,1.0,0.0,0.0,0.0,2.0,2022,2.0,1.0
Kaldor Gregory N,1.0,0.0,0.0,0.0,1.0,2014,1.0,1.0
Kallansrud/Pitts,1.0,1.0,0.0,0.0,0.0,1984,1.0,0.0
Kalman George,1.0,0.0,0.0,0.0,2.0,2014,2.0,1.0
Kaman,34.0,11.0,6.0,11.0,17.0,75966,45.0,0.37777777777777777
Kaman Aerospace Corp,2.0,1.0,0.0,0.0,1.0,4027,2.0,0.5
Kaminskas,1.0,0.0,0.0,0.0,1.0,2019,1.0,1.0
Kaminski,1.0,0.0,0.0,1.0,0.0,2002,1.0,0.0
Kamtz,1.0,2.0,0.0,0.0,0.0,2013,2.0,0.0
Kamtz Russell H,1.0,0.0,1.0,0.0,0.0,2011,1.0,0.0
Kane,1.0,0.0,0.0,0.0,1.0,1983,1.0,1.0
Karibian Hurant,1.0,0.0,0.0,1.0,0.0,2011,1.0,0.0
"Karl & Dot, Inc.",1.0,0.0,0.0,0.0,4.0,2002,4.0,1.0
Karmy,1.0,0.0,0.0,1.0,0.0,1996,1.0,0.0
Karns,1.0,0.0,2.0,0.0,0.0,2019,2.0,0.0
Karpayev Vladyslav V,1.0,0.0,0.0,0.0,2.0,2017,2.0,1.0
Karr,1.0,1.0,0.0,1.0,0.0,1996,2.0,0.0
Kashan Michael,1.0,0.0,2.0,0.0,0.0,2000,2.0,0.0
Kashpureff,1.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
Kate,1.0,0.0,0.0,2.0,0.0,1983,2.0,0.0
Kauffman,2.0,0.0,1.0,0.0,1.0,3989,2.0,0.5
Kaufmann,1.0,0.0,0.0,0.0,2.0,2012,2.0,1.0
Kawasaki,4.0,11.0,0.0,1.0,0.0,8022,12.0,0.0
Kawasaki Heavy Industries Ltd.,0.0,1.0,0.0,0.0,0.0,2018,1.0,0.0
Kaylor J E/Strahlmann R L,1.0,1.0,0.0,0.0,0.0,2008,1.0,0.0
Keaggy-David,1.0,2.0,0.0,0.0,0.0,1997,2.0,0.0
Kearn,1.0,0.0,1.0,0.0,0.0,2006,1.0,0.0
Kearney,1.0,0.0,0.0,0.0,1.0,2007,1.0,1.0
Kearns,1.0,0.0,0.0,1.0,1.0,1997,2.0,0.5
Kearsley,1.0,0.0,0.0,0.0,2.0,2006,2.0,1.0
Keating,1.0,1.0,0.0,0.0,0.0,1997,1.0,0.0
Kecskes,1.0,1.0,0.0,0.0,0.0,1983,1.0,0.0
Keeley/Tidd,1.0,1.0,0.0,0.0,0.0,2009,1.0,0.0
Keen,1.0,1.0,0.0,0.0,0.0,1999,1.0,0.0
Keener,1.0,0.0,0.0,0.0,1.0,1989,1.0,1.0
Keesler,2.0,2.0,1.0,0.0,0.0,4017,3.0,0.0
Keil,1.0,1.0,0.0,0.0,0.0,1999,1.0,0.0
Keith,3.0,2.0,0.0,1.0,1.0,5999,4.0,0.25
Keith A Smith,1.0,1.0,0.0,0.0,0.0,1984,1.0,0.0
Keith Kinden,1.0,0.0,0.0,0.0,2.0,2000,2.0,1.0
Keithley Thomas E,1.0,2.0,0.0,0.0,0.0,2009,2.0,0.0
Keller,3.0,0.0,2.0,1.0,4.0,6007,7.0,0.5714285714285714
Kelley,2.0,0.0,0.0,3.0,1.0,3999,4.0,0.25
Kelley Derrick/Leza,2.0,0.0,1.0,0.0,1.0,2017,2.0,0.5
Kellums,1.0,1.0,0.0,0.0,0.0,1997,1.0,0.0
Kelly,4.0,1.0,2.0,0.0,1.0,7995,4.0,0.25
Kelm,1.0,0.0,0.0,0.0,1.0,1993,1.0,1.0
Kelm David,1.0,0.0,0.0,0.0,1.0,2015,1.0,1.0
Kelosky,1.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
Kemmeyer,1.0,1.0,0.0,0.0,0.0,1983,1.0,0.0
Kemp,1.0,0.0,0.0,1.0,0.0,1995,1.0,0.0
Ken Brock,1.0,1.0,0.0,0.0,0.0,1982,1.0,0.0
Ken Brock Mfg. Co,1.0,1.0,0.0,0.0,0.0,1985,1.0,0.0
Ken Olson,1.0,0.0,0.0,0.0,1.0,2018,1.0,1.0
Ken Seright,1.0,0.0,0.0,0.0,1.0,1996,1.0,1.0
Kendall W R/Mclaughlin J,1.0,0.0,0.0,0.0,2.0,2011,2.0,1.0
"Kendall, Blair",1.0,0.0,1.0,1.0,0.0,2002,2.0,0.0
Kendall/Mckaughlin,1.0,0.0,0.0,0.0,1.0,1999,1.0,1.0
Kenetic Aviation,1.0,0.0,0.0,0.0,1.0,2006,1.0,1.0
Kennedy,4.0,2.0,1.0,1.0,1.0,7991,5.0,0.2
Kennedy Michael M,1.0,0.0,0.0,0.0,2.0,2011,2.0,1.0
Kenneson,1.0,0.0,1.0,0.0,0.0,1997,1.0,0.0
Kenneth A Berger,1.0,1.0,0.0,0.0,0.0,2014,1.0,0.0
Kenneth B Hines,0.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Kenneth K Knowles,1.0,0.0,0.0,0.0,1.0,2009,1.0,1.0
Kenneth M Franz,1.0,0.0,0.0,1.0,0.0,2013,1.0,0.0
Kenneth Miller,1.0,0.0,0.0,0.0,3.0,1999,3.0,1.0
Kenneth Parmerter,1.0,0.0,0.0,1.0,0.0,2002,1.0,0.0
Kenneth Patsch,1.0,1.0,1.0,0.0,0.0,1986,2.0,0.0
Kenneth Roebuck,1.0,1.0,0.0,0.0,0.0,1984,1.0,0.0
Kenneth Savidge,1.0,1.0,0.0,0.0,0.0,1995,1.0,0.0
Kenneth West,1.0,1.0,0.0,0.0,0.0,2001,1.0,0.0
Kenney,1.0,0.0,0.0,0.0,2.0,2008,2.0,1.0
Kenny,1.0,0.0,1.0,0.0,0.0,2004,1.0,0.0
Kenny Deward,1.0,0.0,1.0,0.0,0.0,1987,1.0,0.0
Kenoyer,1.0,0.0,1.0,0.0,0.0,1996,1.0,0.0
Kepple,1.0,0.0,2.0,2.0,1.0,1983,5.0,0.2
Kerlin,1.0,0.0,0.0,0.0,1.0,1988,1.0,1.0
Kermit Weeks,1.0,0.0,0.0,0.0,1.0,2009,1.0,1.0
Kerner,1.0,4.0,0.0,0.0,0.0,2003,4.0,0.0
Kerns Kenneth H,1.0,0.0,1.0,0.0,0.0,2017,1.0,0.0
Kerr,1.0,0.0,0.0,0.0,2.0,1998,2.0,1.0
Kerr Gerald,1.0,0.0,0.0,0.0,2.0,2017,2.0,1.0
Kerr John A,1.0,0.0,0.0,0.0,1.0,2015,1.0,1.0
Kerr Matthew,1.0,0.0,1.0,0.0,0.0,2013,1.0,0.0
Kertesz,1.0,1.0,0.0,0.0,0.0,1993,1.0,0.0
Kessinger Roger L,1.0,0.0,0.0,1.0,0.0,2016,1.0,0.0
Kesterson,1.0,0.0,0.0,0.0,1.0,2003,1.0,1.0
Keuthan,4.0,1.0,1.0,2.0,2.0,8002,6.0,0.3333333333333333
Keuthan Aircraft Corp,1.0,0.0,0.0,0.0,1.0,2020,1.0,1.0
"Keuthan, Charles J.",1.0,0.0,0.0,2.0,0.0,1994,2.0,0.0
Kevin D. Yarnevich,0.0,1.0,0.0,0.0,0.0,2015,1.0,0.0
Kevin Eldredge,1.0,1.0,0.0,0.0,0.0,2009,1.0,0.0
Kevin Leue,1.0,2.0,0.0,0.0,0.0,2017,2.0,0.0
Kevin Lippert,1.0,0.0,1.0,0.0,0.0,2021,1.0,0.0
Kevin Metzler,1.0,0.0,0.0,0.0,1.0,2016,1.0,1.0
Kevin Naser,1.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
Kevin P Stolhammer,1.0,0.0,0.0,0.0,1.0,2021,1.0,1.0
Kevin Wilkinson,1.0,0.0,1.0,0.0,0.0,2010,1.0,0.0
Kewley,1.0,0.0,0.0,1.0,0.0,1993,1.0,0.0
Kibiuk,1.0,0.0,0.0,1.0,0.0,1993,1.0,0.0
Kibler-Bede,1.0,1.0,0.0,0.0,0.0,1985,1.0,0.0
Kidd Chris,1.0,1.0,0.0,0.0,0.0,2008,1.0,0.0
Kiesel,1.0,0.0,0.0,1.0,0.0,1987,1.0,0.0
Kiesel Easy,1.0,1.0,1.0,0.0,0.0,1995,2.0,0.0
Kilishek,1.0,0.0,0.0,1.0,0.0,2003,1.0,0.0
Kilishek George T,1.0,0.0,0.0,0.0,1.0,2010,1.0,1.0
Killgore,1.0,1.0,0.0,0.0,0.0,2008,1.0,0.0
Kilpatrick,1.0,0.0,0.0,0.0,2.0,1999,2.0,1.0
Kimbal,1.0,1.0,0.0,0.0,0.0,1983,1.0,0.0
Kimball Enterprises Inc,1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
Kincaid Wade,1.0,0.0,0.0,1.0,0.0,2013,1.0,0.0
Kindig,1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
King,6.0,0.0,0.0,1.0,6.0,11976,7.0,0.8571428571428571
King John E Jr,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Kingery Michael C,1.0,0.0,0.0,0.0,1.0,2022,1.0,1.0
Kinkade E.5,1.0,0.0,0.0,1.0,0.0,1991,1.0,0.0
Kinner,3.0,0.0,1.0,0.0,3.0,6014,4.0,0.75
Kinney Kevin,1.0,0.0,0.0,0.0,1.0,2010,1.0,1.0
Kinnson,1.0,0.0,0.0,1.0,0.0,2006,1.0,0.0
Kinsler Arthur Paul,1.0,0.0,0.0,1.0,0.0,2014,1.0,0.0
Kirby,1.0,0.0,0.0,0.0,2.0,2005,2.0,1.0
Kirbybilt Aircraft,1.0,0.0,0.0,0.0,1.0,2016,1.0,1.0
Kircher,1.0,1.0,0.0,0.0,0.0,2005,1.0,0.0
Kirchner,1.0,0.0,0.0,0.0,1.0,2001,1.0,1.0
Kirk Ellis Wendell,1.0,0.0,0.0,0.0,1.0,2019,1.0,1.0
Kirkpatrick,3.0,0.0,0.0,3.0,0.0,6011,3.0,0.0
Kirner,1.0,1.0,0.0,0.0,0.0,2005,1.0,0.0
Kirst Allen J,1.0,0.0,0.0,0.0,1.0,1985,1.0,1.0
Kit Built (Rotorway),1.0,1.0,0.0,0.0,0.0,1983,1.0,0.0
Kit Fox,1.0,0.0,0.0,0.0,2.0,1993,2.0,1.0
Kitchen,1.0,0.0,1.0,1.0,0.0,1988,2.0,0.0
Kitchens,1.0,0.0,1.0,0.0,0.0,2000,1.0,0.0
Kite,1.0,1.0,1.0,0.0,0.0,1998,2.0,0.0
Kitfox,16.0,4.0,5.0,5.0,10.0,34302,24.0,0.4166666666666667
Kitfox Iv,1.0,0.0,1.0,0.0,1.0,2008,2.0,0.5
"Kitfox Ten, Inc",1.0,0.0,0.0,0.0,1.0,1991,1.0,1.0
Kittleson,1.0,0.0,0.0,0.0,1.0,2005,1.0,1.0
Kitty Hawk,8.0,0.0,0.0,0.0,0.0,2019,0.0,
Kjonaas,1.0,0.0,0.0,1.0,0.0,2010,1.0,0.0
Kjostad Jorgen A,0.0,0.0,2.0,0.0,0.0,2020,2.0,0.0
Klaas Development Inc,1.0,1.0,0.0,0.0,0.0,2014,1.0,0.0
Klapp Peter A,1.0,1.0,0.0,0.0,0.0,2021,1.0,0.0
Klasing,1.0,1.0,0.0,0.0,0.0,2005,1.0,0.0
Klemme William H,1.0,1.0,0.0,0.0,0.0,2010,1.0,0.0
Klemp Gregory J,1.0,1.0,0.0,1.0,0.0,2011,2.0,0.0
Klien,1.0,0.0,0.0,0.0,1.0,1987,1.0,1.0
Kline,1.0,0.0,0.0,0.0,1.0,2002,1.0,1.0
Klingberg Miniplane,1.0,1.0,0.0,0.0,0.0,1996,1.0,0.0
Klob-Gordon,1.0,0.0,2.0,0.0,0.0,1988,2.0,0.0
Klotz,1.0,2.0,0.0,0.0,0.0,1999,2.0,0.0
Knab-Douglas,1.0,0.0,0.0,2.0,0.0,2001,2.0,0.0
Knapp,1.0,1.0,1.0,0.0,0.0,4012,2.0,0.0
Knapple/Wray Lancair,1.0,2.0,0.0,0.0,0.0,2004,2.0,0.0
Knauf,1.0,0.0,0.0,0.0,1.0,2014,1.0,1.0
Knight,2.0,1.0,0.0,0.0,2.0,4024,3.0,0.6666666666666666
Knoepflein,1.0,1.0,0.0,0.0,0.0,2004,1.0,0.0
Knoll-Bensen,1.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
Knosp,1.0,0.0,0.0,1.0,0.0,1995,1.0,0.0
Knott Vernon W,1.0,0.0,1.0,1.0,0.0,2022,2.0,0.0
Knowles,1.0,0.0,0.0,1.0,0.0,1988,1.0,0.0
Knox,1.0,0.0,1.0,0.0,0.0,1999,1.0,0.0
Knox Marion L,1.0,0.0,0.0,0.0,2.0,2015,2.0,1.0
Kociemba Robert H,1.0,2.0,0.0,0.0,0.0,2009,2.0,0.0
Kodiak,0.0,0.0,0.0,0.0,2.0,2022,2.0,1.0
Koen Lancair,1.0,2.0,0.0,0.0,0.0,2011,2.0,0.0
Kohles,1.0,0.0,0.0,0.0,1.0,1997,1.0,1.0
"Kojima, Jun Lewis",1.0,1.0,0.0,0.0,0.0,1993,1.0,0.0
Kokenge,1.0,0.0,2.0,0.0,0.0,2000,2.0,0.0
Kokes,1.0,0.0,0.0,0.0,1.0,1985,1.0,1.0
Kolb,13.0,10.0,3.0,3.0,2.0,28213,18.0,0.1111111111111111
Kolb Aircraft Co,1.0,0.0,0.0,0.0,1.0,2012,1.0,1.0
Kolb Aircraft Inc,1.0,0.0,0.0,1.0,0.0,2011,1.0,0.0
Kolb Company,16.0,5.0,7.0,4.0,6.0,33934,22.0,0.2727272727272727
Kolb Twin Star,1.0,0.0,1.0,0.0,0.0,2001,1.0,0.0
Koleno,1.0,0.0,0.0,0.0,1.0,2008,1.0,1.0
Kollier,1.0,0.0,0.0,1.0,0.0,2000,1.0,0.0
Koons Donald H,1.0,0.0,2.0,0.0,0.0,2016,2.0,0.0
Koons-Donald,1.0,1.0,0.0,0.0,0.0,1986,1.0,0.0
Koopsen,1.0,0.0,0.0,0.0,1.0,1988,1.0,1.0
Kope,1.0,0.0,1.0,0.0,0.0,1993,1.0,0.0
Kopp,1.0,0.0,0.0,1.0,0.0,1994,1.0,0.0
Kopp Robert E,1.0,1.0,0.0,0.0,0.0,2002,1.0,0.0
Korrison Tom,1.0,0.0,1.0,0.0,0.0,2012,1.0,0.0
Korsch,1.0,0.0,0.0,1.0,0.0,2002,1.0,0.0
Kory G. Cornum,1.0,2.0,0.0,0.0,0.0,1992,2.0,0.0
Korzep,1.0,1.0,0.0,0.0,0.0,1995,1.0,0.0
Kosch,2.0,0.0,1.0,0.0,1.0,1986,2.0,0.5
Koskella,1.0,0.0,0.0,0.0,2.0,1998,2.0,1.0
Koster,1.0,0.0,0.0,0.0,1.0,1998,1.0,1.0
Kostrazewa Andre,1.0,2.0,0.0,0.0,0.0,2020,2.0,0.0
Koth Larry,1.0,0.0,1.0,0.0,0.0,2011,1.0,0.0
Koutz,1.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
Koval,1.0,1.0,0.0,0.0,0.0,1995,1.0,0.0
Kovars Gary D,1.0,0.0,0.0,0.0,2.0,2014,2.0,1.0
Kowtun,1.0,0.0,0.0,0.0,1.0,2003,1.0,1.0
Kraetzner,1.0,0.0,0.0,0.0,1.0,1995,1.0,1.0
Kraft,1.0,2.0,0.0,0.0,0.0,1996,2.0,0.0
Kragnes,1.0,0.0,0.0,0.0,2.0,1984,2.0,1.0
Kral,1.0,0.0,1.0,0.0,0.0,2008,1.0,0.0
Krall,1.0,0.0,0.0,0.0,2.0,1988,2.0,1.0
Kramer,1.0,0.0,0.0,0.0,1.0,2004,1.0,1.0
Kramer Clemens E,1.0,0.0,0.0,0.0,1.0,2010,1.0,1.0
Kreatz,1.0,2.0,0.0,0.0,0.0,1998,2.0,0.0
Krejci,1.0,1.0,0.0,0.0,0.0,2002,1.0,0.0
Kreling,0.0,0.0,0.0,1.0,0.0,2018,1.0,0.0
Kreps,1.0,0.0,0.0,0.0,2.0,2009,2.0,1.0
Kretsinger,2.0,0.0,1.0,1.0,0.0,4015,2.0,0.0
Krips,1.0,0.0,1.0,0.0,0.0,1998,1.0,0.0
Krips Jack E Jr,1.0,0.0,0.0,1.0,0.0,2013,1.0,0.0
Krotje,2.0,0.0,0.0,1.0,1.0,3997,2.0,0.5
Krowell,1.0,2.0,0.0,0.0,0.0,1993,2.0,0.0
Krueger,1.0,0.0,1.0,0.0,0.0,2007,1.0,0.0
Kruer,1.0,0.0,1.0,0.0,0.0,1983,1.0,0.0
Krueter,1.0,1.0,0.0,0.0,0.0,1996,1.0,0.0
Krug,1.0,0.0,0.0,0.0,1.0,1992,1.0,1.0
Krugler,1.0,1.0,0.0,0.0,0.0,1995,1.0,0.0
Krusmark David Homer,1.0,0.0,0.0,1.0,0.0,2009,1.0,0.0
Kubassek David,1.0,0.0,0.0,0.0,1.0,2017,1.0,1.0
Kucki,1.0,0.0,0.0,0.0,1.0,1999,1.0,1.0
Kucklick,2.0,0.0,0.0,0.0,4.0,4008,4.0,1.0
Kuhn,1.0,0.0,1.0,1.0,0.0,1986,2.0,0.0
